"Market-wise, Commodity-wise Daily Report on: 19-Dec-2025"

Commodity,Arrivals,Unit of Arrivals,Variety,Grade,Minimum Price,Maximum Price,Modal Price,Unit of Price
State Name : Gujarat
Market Name : APMC HALVAD
Cabbage,2.4000000000000004,Metric Tonnes,Other,FAQ,5500.0,6150.0,5825.0,Rs./Quintal
Carrot,2.8000000000000003,Metric Tonnes,Other,FAQ,1000.0,1400.0,1200.0,Rs./Quintal
Cauliflower,4.4,Metric Tonnes,Other,FAQ,2000.0,2850.0,2425.0,Rs./Quintal
Chikoos(Sapota),1.0,Metric Tonnes,Other,Medium,3500.0,4300.0,3900.0,Rs./Quintal
Coriander(Leaves),2.4000000000000004,Bundle,Other,FAQ,2500.0,3200.0,2850.0,Rs./Bundle
Cucumbar(Kheera),1.2000000000000002,Metric Tonnes,Other,FAQ,3500.0,4200.0,3850.0,Rs./Quintal
Ginger(Green),2.4000000000000004,Metric Tonnes,Other,FAQ,5500.0,5750.0,5625.0,Rs./Quintal
Green Chilli,2.2,Metric Tonnes,Other,FAQ,2000.0,3250.0,2625.0,Rs./Quintal
Guar,1.6,Metric Tonnes,Other,FAQ,10000.0,12200.0,11100.0,Rs./Quintal
Guava,2.4000000000000004,Metric Tonnes,Other,Medium,3500.0,4250.0,3875.0,Rs./Quintal
Lemon,1.0,Metric Tonnes,Other,FAQ,1000.0,1350.0,1175.0,Rs./Quintal
Mousambi(Sweet Lime),2.6,Metric Tonnes,Other,Medium,3500.0,4250.0,3875.0,Rs./Quintal
Onion,5.95,Metric Tonnes,Other,FAQ,1500.0,1850.0,1675.0,Rs./Quintal
Onion Green,2.0,Metric Tonnes,Other,FAQ,2500.0,3250.0,2875.0,Rs./Quintal
Orange,1.2000000000000002,Metric Tonnes,Other,Medium,4000.0,4750.0,4375.0,Rs./Quintal
Papaya,1.4000000000000001,Metric Tonnes,Other,Medium,1250.0,1850.0,1550.0,Rs./Quintal
Peas cod,2.6,Metric Tonnes,Other,FAQ,4000.0,4800.0,4400.0,Rs./Quintal
Pineapple,1.2000000000000002,Metric Tonnes,Other,Medium,4500.0,5150.0,4825.0,Rs./Quintal
Pomegranate,1.2000000000000002,Metric Tonnes,Other,Medium,12500.0,13350.0,12925.0,Rs./Quintal
Potato,7.0,Metric Tonnes,Other,FAQ,1500.0,1850.0,1675.0,Rs./Quintal
Tomato,2.4000000000000004,Metric Tonnes,Other,FAQ,2750.0,3200.0,2975.0,Rs./Quintal
Market Name : Dehgam APMC
Bajra(Pearl Millet/Cumbu),1.5,Metric Tonnes,Local,FAQ,2255.0,2300.0,2277.0,Rs./Quintal
Castor Seed,1.8,Metric Tonnes,Other,FAQ,6400.0,6600.0,6500.0,Rs./Quintal
Paddy(Common),104.80000000000001,Metric Tonnes,Other,FAQ,1750.0,2640.0,2195.0,Rs./Quintal
Wheat,7.800000000000001,Metric Tonnes,Other,FAQ,2575.0,2700.0,2637.0,Rs./Quintal
Market Name : Dehgam(Rekhiyal) APMC
Bajra(Pearl Millet/Cumbu),0.7000000000000001,Metric Tonnes,Other,FAQ,2175.0,2225.0,2200.0,Rs./Quintal
Castor Seed,0.6000000000000001,Metric Tonnes,Other,FAQ,6350.0,6550.0,6450.0,Rs./Quintal
Paddy(Common),1.5,Metric Tonnes,Other,FAQ,1725.0,2575.0,2150.0,Rs./Quintal
Wheat,0.5,Metric Tonnes,Other,FAQ,2500.0,2625.0,2562.0,Rs./Quintal
Market Name : Derol APMC
Not Reported
Market Name : Derol(Adadara) APMC
Not Reported
Market Name : Derol(Vejalpur) APMC
Not Reported
Market Name : Devgadhbaria APMC
Paddy(Common),0.71,Metric Tonnes,Common,Non-FAQ,1330.0,1350.0,1340.0,Rs./Quintal
Market Name : Dhandhuka APMC
Cotton,54.0,Metric Tonnes,Other,FAQ,6070.0,7505.0,7300.0,Rs./Quintal
Market Name : Dhandkuka(Dholera) APMC
Not Reported
Market Name : Dhanera APMC
Bajra(Pearl Millet/Cumbu),0.9,Metric Tonnes,Other,Local,2600.0,3440.0,3040.0,Rs./Quintal
Bajra(Pearl Millet/Cumbu),10.9,Metric Tonnes,Hybrid,Local,2075.0,2905.0,2500.0,Rs./Quintal
Castor Seed,17.76,Metric Tonnes,Caster,Local,6560.0,6800.0,6685.0,Rs./Quintal
Cummin Seed(Jeera),0.33,Metric Tonnes,Cummin Seed(Jeera),Local,18725.0,19200.0,18980.0,Rs./Quintal
Green Gram(Moong)(Whole),0.1,Metric Tonnes,Other,Local,5630.0,5655.0,5645.0,Rs./Quintal
Groundnut,73.53500000000001,Metric Tonnes,Other,Local,6000.0,6825.0,6425.0,Rs./Quintal
Guar Seed(Cluster Beans Seed),3.0,Metric Tonnes,Other,Local,4800.0,5135.0,4975.0,Rs./Quintal
Mataki,0.4,Metric Tonnes,Other,Local,4625.0,4625.0,4625.0,Rs./Quintal
Mustard,86.275,Metric Tonnes,Mustard,Local,6225.0,6440.0,6360.0,Rs./Quintal
Rajgir,13.3,Metric Tonnes,Rajgir,Local,7410.0,8570.0,8040.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",0.375,Metric Tonnes,White,Local,9800.0,10955.0,10450.0,Rs./Quintal
Suva(Dill Seed),1.3,Metric Tonnes,Other,Local,8125.0,8705.0,8440.0,Rs./Quintal
Taramira,0.17,Metric Tonnes,Other,Local,4795.0,4795.0,4795.0,Rs./Quintal
Wheat,3.2,Metric Tonnes,Other,Local,2455.0,2650.0,2565.0,Rs./Quintal
Market Name : Dhanera(Samarwada) APMC
NIL Transaction - No Arrivals
"Market Name : Dhanera(Veg,Yard Dhanera) APMC"
NIL Transaction - No Arrivals
Market Name : Dhansura APMC
Cotton,16.0,Metric Tonnes,Other,Local,6950.0,7300.0,7150.0,Rs./Quintal
Market Name : Dharampur(veg) APMC
Not Reported
Market Name : Dhari APMC
Cotton,1.018,Metric Tonnes,Other,Non-FAQ,5000.0,7200.0,6605.0,Rs./Quintal
Ground Nut Seed,0.385,Metric Tonnes,Ground Nut Seed,FAQ,5125.0,6500.0,6250.0,Rs./Quintal
Groundnut,11.045000000000002,Metric Tonnes,Other,Non-FAQ,4775.0,5905.0,5555.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",0.21800000000000003,Metric Tonnes,White,FAQ,9800.0,9800.0,9800.0,Rs./Quintal
Market Name : Dhari(Chalala) APMC
NIL Transaction - No Arrivals
Market Name : Dholka APMC
Paddy(Common),438.0,Metric Tonnes,Other,Grade Range-2,1615.0,2410.0,2369.0,Rs./Quintal
Market Name : Dholka(Koth) APMC
Not Reported
Market Name : Dholka(Market Yard Veg) APMC
Not Reported
Market Name : Dhoraji APMC
Black Gram(Urd Beans)(Whole),1.4000000000000001,Metric Tonnes,Rajkot T-9,Non-FAQ,5530.0,6580.0,6230.0,Rs./Quintal
Cotton,38.1,Metric Tonnes,H.B (Unginned),Non-FAQ,5505.0,7530.0,6905.0,Rs./Quintal
Groundnut,14.0,Metric Tonnes,Hybrid,Non-FAQ,4255.0,6405.0,5705.0,Rs./Quintal
Onion,114.7,Metric Tonnes,Nasik,Non-FAQ,105.0,1380.0,505.0,Rs./Quintal
Soyabean,11.600000000000001,Metric Tonnes,Yellow,Non-FAQ,4180.0,4505.0,4455.0,Rs./Quintal
Wheat,2.2,Metric Tonnes,Lokwan Gujrat,Non-FAQ,2325.0,2520.0,2375.0,Rs./Quintal
Market Name : Dhragradhra APMC
Castor Seed,28.0,Metric Tonnes,Castor seed,Local,5590.0,6520.0,6400.0,Rs./Quintal
Corriander seed,0.6,Metric Tonnes,Coriander Seed,Local,7790.0,9295.0,8750.0,Rs./Quintal
Cotton,20.0,Metric Tonnes,RCH-2,Local,5575.0,7375.0,6500.0,Rs./Quintal
Cummin Seed(Jeera),1.0,Metric Tonnes,Cummin Seed(Jeera),Local,18200.0,18870.0,18500.0,Rs./Quintal
Soanf,0.06,Metric Tonnes,Soanf,Local,12505.0,25505.0,14000.0,Rs./Quintal
Soyabean,1.2,Metric Tonnes,Soyabeen,Local,4790.0,4790.0,4790.0,Rs./Quintal
Wheat,0.4,Metric Tonnes,Wheat,Local,2690.0,2690.0,2690.0,Rs./Quintal
Market Name : Dhrol APMC
Not Reported
Market Name : Diyodar APMC
Not Reported
Market Name : Gadada APMC
Not Reported
Market Name : Gariyadar APMC
Not Reported
Market Name : Garudeshwal APMC
Not Reported
Market Name : Godhra APMC
Paddy(Common),89.0,Metric Tonnes,Other,Non-FAQ,1595.0,1625.0,1605.0,Rs./Quintal
Market Name : Godhra Kakanpur APMC
Paddy(Common),25.900000000000002,Metric Tonnes,Paddy,Non-FAQ,1705.0,1765.0,1725.0,Rs./Quintal
Market Name : Godhra(Timbaroad) APMC
Paddy(Common),19.1,Metric Tonnes,Other,Non-FAQ,1705.0,1755.0,1725.0,Rs./Quintal
Market Name : Gogamba APMC
Not Reported
Market Name : Gogamba(Similiya) APMC
Not Reported
Market Name : Gondal APMC
Not Reported
Market Name : Gondal(Veg.market Gondal) APMC
Apple,23.355,Metric Tonnes,Apple,Local,3000.0,11000.0,7000.0,Rs./Quintal
Banana,5.4,Metric Tonnes,Banana - Ripe,Local,1500.0,2500.0,2000.0,Rs./Quintal
Ber(Zizyphus/Borehannu),2.5300000000000002,Metric Tonnes,Ber(Zizyphus),Local,2000.0,5000.0,3500.0,Rs./Quintal
Chikoos(Sapota),1.6600000000000001,Metric Tonnes,Sapota,Local,1000.0,4000.0,2500.0,Rs./Quintal
Grapes,0.315,Metric Tonnes,Green,Local,10000.0,32000.0,21000.0,Rs./Quintal
Guava,26.84,Metric Tonnes,Guava,Local,2000.0,5500.0,3750.0,Rs./Quintal
Mousambi(Sweet Lime),24.580000000000002,Metric Tonnes,Mousambi,Local,1500.0,3000.0,2250.0,Rs./Quintal
Orange,0.5,Metric Tonnes,Orange,Local,7000.0,8000.0,7500.0,Rs./Quintal
Papaya,2.5300000000000002,Metric Tonnes,Other,Local,500.0,1500.0,1000.0,Rs./Quintal
Pomegranate,9.84,Metric Tonnes,Pomogranate,Local,3000.0,12000.0,7500.0,Rs./Quintal
Seetapal,0.13,Metric Tonnes,Seethaphal,Local,1000.0,5000.0,3000.0,Rs./Quintal
Water Melon,1.8800000000000001,Metric Tonnes,Water Melon,Local,500.0,1000.0,750.0,Rs./Quintal
Market Name : Hadad     APMC
Cotton,646.8000000000001,Metric Tonnes,Shanker 6 (B) 30mm FIne,FAQ,7710.0,8060.0,7825.0,Rs./Quintal
Market Name : Halol APMC
Not Reported
Market Name : Harij APMC
Not Reported
Market Name : Hasot APMC
Not Reported
Market Name : Hasot(Elav) APMC
Not Reported
Market Name : Himatnagar APMC
Bajra(Pearl Millet/Cumbu),0.7000000000000001,Metric Tonnes,Local,Non-FAQ,2000.0,2285.0,2200.0,Rs./Quintal
Bengal Gram(Gram)(Whole),0.1,Metric Tonnes,Desi (Whole),Local,4500.0,4650.0,4600.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),44.0,Metric Tonnes,Hybrid,Local,5055.0,6440.0,5800.0,Rs./Quintal
Castor Seed,2.3000000000000003,Metric Tonnes,Castor seed,Local,6600.0,6700.0,6700.0,Rs./Quintal
Cotton,14.0,Metric Tonnes,Cotton (Unginned),Local,7155.0,7405.0,7300.0,Rs./Quintal
Groundnut,337.5,Metric Tonnes,JL-24,Non-FAQ,4000.0,7262.0,6800.0,Rs./Quintal
Groundnut,197.5,Metric Tonnes,JL-24,FAQ,7263.0,8770.0,7800.0,Rs./Quintal
Guar Seed(Cluster Beans Seed),0.30000000000000004,Metric Tonnes,Whole,Local,4500.0,4750.0,4650.0,Rs./Quintal
Maize,1.8,Metric Tonnes,Yellow,Non-FAQ,1750.0,2075.0,1950.0,Rs./Quintal
Mustard,3.0,Metric Tonnes,Mustard,Local,5000.0,5500.0,5300.0,Rs./Quintal
Soyabean,1.8,Metric Tonnes,Yellow,Local,4050.0,4300.0,4200.0,Rs./Quintal
Wheat,36.7,Metric Tonnes,Sonalika,FAQ,2425.0,2755.0,2650.0,Rs./Quintal
Market Name : Himatnagar(Gambhoi) APMC
NIL Transaction - No Arrivals
Market Name : Himatnagar(Veg.Market Himatnagar) APMC
NIL Transaction - No Arrivals
Market Name : Idar APMC
Not Reported
Market Name : Idar(Jadar) APMC
Not Reported
Market Name : Jam Jodhpur APMC
Arhar Dal(Tur Dal),6.7,Metric Tonnes,Arhar Dal(Tur),Local,4100.0,6100.0,5100.0,Rs./Quintal
Bajra(Pearl Millet/Cumbu),0.2,Metric Tonnes,Local,Local,1500.0,1850.0,1675.0,Rs./Quintal
Bengal Gram(Gram)(Whole),1.0,Metric Tonnes,Average (Whole),Local,4200.0,5200.0,4700.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),15.0,Metric Tonnes,Black Gram (Whole),Local,4000.0,7000.0,4500.0,Rs./Quintal
Castor Seed,1.5,Metric Tonnes,Castor seed,Local,6000.0,6550.0,6250.0,Rs./Quintal
Corriander seed,4.0,Metric Tonnes,Coriander Seed,Local,8500.0,9600.0,8800.0,Rs./Quintal
Cotton,104.0,Metric Tonnes,Other,Local,5750.0,7850.0,7100.0,Rs./Quintal
Cummin Seed(Jeera),6.0,Metric Tonnes,Cummin Seed(Jeera),Local,17500.0,19450.0,18750.0,Rs./Quintal
Groundnut,270.0,Metric Tonnes,Other,Local,3500.0,6850.0,5500.0,Rs./Quintal
Groundnut,180.0,Metric Tonnes,G20,Local,4000.0,6650.0,5650.0,Rs./Quintal
Kabuli Chana(Chickpeas-White),3.7,Metric Tonnes,Kabuli Chana(Chickpeas-white),Local,4500.0,7500.0,5500.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",0.30000000000000004,Metric Tonnes,Black,Local,15000.0,19500.0,16500.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",4.1000000000000005,Metric Tonnes,White,Local,7750.0,9750.0,8750.0,Rs./Quintal
Soyabean,80.0,Metric Tonnes,Soyabeen,Local,4050.0,4450.0,4300.0,Rs./Quintal
Wheat,15.100000000000001,Metric Tonnes,Lok-1,Local,2350.0,2550.0,2500.0,Rs./Quintal
Market Name : Jam Khambalia APMC
Not Reported
Market Name : Jambusar APMC
NIL Transaction - No Arrivals
Market Name : Jambusar(Kaavi) APMC
NIL Transaction - No Arrivals
Market Name : Jamkandorna APMC
NIL Transaction - No Arrivals
Market Name : Jamnagar APMC
Ajwan,13.600000000000001,Metric Tonnes,Other,Local,7500.0,18000.0,12925.0,Rs./Quintal
Bajra(Pearl Millet/Cumbu),0.9,Metric Tonnes,Other,Local,2000.0,2675.0,2525.0,Rs./Quintal
Bengal Gram(Gram)(Whole),4.3,Metric Tonnes,Other,Local,4500.0,5850.0,5260.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),9.8,Metric Tonnes,Other,Local,5000.0,6100.0,5725.0,Rs./Quintal
Castor Seed,14.4,Metric Tonnes,Other,Local,5500.0,6500.0,6325.0,Rs./Quintal
Corriander seed,5.800000000000001,Metric Tonnes,Other,Local,5000.0,9000.0,7575.0,Rs./Quintal
Cotton,174.4,Metric Tonnes,Other,Local,5000.0,7650.0,7175.0,Rs./Quintal
Cummin Seed(Jeera),8.5,Metric Tonnes,Other,Local,16000.0,19500.0,18935.0,Rs./Quintal
Dry Chillies,2.7,Metric Tonnes,Other,Local,4500.0,17000.0,13115.0,Rs./Quintal
Garlic,143.3,Metric Tonnes,Other,Local,6000.0,15000.0,12120.0,Rs./Quintal
Groundnut,205.70000000000002,Metric Tonnes,Other,Local,5500.0,7025.0,6475.0,Rs./Quintal
Jowar(Sorghum),0.1,Metric Tonnes,Other,Local,4000.0,4250.0,4250.0,Rs./Quintal
Onion,65.4,Metric Tonnes,Other,Local,150.0,1750.0,980.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",2.7,Metric Tonnes,Other,Local,7000.0,10550.0,9965.0,Rs./Quintal
Soyabean,11.700000000000001,Metric Tonnes,Other,Local,3500.0,4450.0,4315.0,Rs./Quintal
Wheat,7.4,Metric Tonnes,Other,Local,2000.0,2640.0,2545.0,Rs./Quintal
Market Name : Jasdan APMC
Arhar(Tur/Red Gram)(Whole),1.0,Metric Tonnes,Arhar (Whole),FAQ,5000.0,6000.0,5500.0,Rs./Quintal
Bajra(Pearl Millet/Cumbu),0.5,Metric Tonnes,Deshi,FAQ,1850.0,2400.0,2150.0,Rs./Quintal
Beans,0.30000000000000004,Metric Tonnes,Local,FAQ,2000.0,4000.0,3500.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),0.5,Metric Tonnes,Black Gram (Whole),FAQ,3000.0,6500.0,5500.0,Rs./Quintal
Castor Seed,0.1,Metric Tonnes,Castor seed,FAQ,5500.0,5500.0,5500.0,Rs./Quintal
Cotton,170.0,Metric Tonnes,Shanker 6 (B) 30mm FIne,FAQ,6250.0,7625.0,7250.0,Rs./Quintal
Cummin Seed(Jeera),15.0,Metric Tonnes,Cummin Seed(Jeera),FAQ,12500.0,19500.0,18750.0,Rs./Quintal
Green Gram(Moong)(Whole),0.2,Metric Tonnes,Green (Whole),FAQ,5000.0,6720.0,6000.0,Rs./Quintal
Ground Nut Seed,1.0,Metric Tonnes,Ground Nut Seed,FAQ,5000.0,6775.0,6000.0,Rs./Quintal
Groundnut,360.0,Metric Tonnes,G20,FAQ,4625.0,6750.0,5675.0,Rs./Quintal
Jowar(Sorghum),0.7000000000000001,Metric Tonnes,Jowar ( White),FAQ,2000.0,4605.0,4000.0,Rs./Quintal
Maize,0.1,Metric Tonnes,Hybrid/Local,FAQ,1750.0,1750.0,1750.0,Rs./Quintal
Methi Seeds,0.1,Metric Tonnes,Methiseeds,FAQ,4900.0,4900.0,4900.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",5.0,Metric Tonnes,White,FAQ,6750.0,11055.0,10500.0,Rs./Quintal
Soyabean,15.0,Metric Tonnes,Soyabeen,FAQ,3750.0,4305.0,4200.0,Rs./Quintal
Wheat,9.0,Metric Tonnes,2189 No. 2,FAQ,2350.0,2850.0,2500.0,Rs./Quintal
Wheat,2.5,Metric Tonnes,2189 No. 1,FAQ,2250.0,2750.0,2500.0,Rs./Quintal
Market Name : Jasdan(Vichhiya) APMC
Cotton,800.0,Metric Tonnes,Shanker 6 (B) 30mm FIne,FAQ,5000.0,7800.0,6400.0,Rs./Quintal
Market Name : Jetpur(Dist.Rajkot) APMC
Bengal Gram(Gram)(Whole),1.7000000000000002,Metric Tonnes,Desi (Whole),FAQ,4500.0,5105.0,5005.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),3.0,Metric Tonnes,Black Gram (Whole),FAQ,5250.0,6375.0,6100.0,Rs./Quintal
Corriander seed,6.300000000000001,Metric Tonnes,Coriander Seed,FAQ,5505.0,9480.0,9005.0,Rs./Quintal
Cotton,88.60000000000001,Metric Tonnes,Cotton (Unginned),FAQ,5705.0,7920.0,7305.0,Rs./Quintal
Garlic,46.0,Metric Tonnes,Garlic,FAQ,7750.0,11380.0,9255.0,Rs./Quintal
Groundnut,17.7,Metric Tonnes,Other,FAQ,4705.0,6730.0,5555.0,Rs./Quintal
Groundnut,50.0,Metric Tonnes,Bold,FAQ,4805.0,6705.0,5605.0,Rs./Quintal
Onion,15.0,Metric Tonnes,Onion,FAQ,205.0,1180.0,905.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",1.6,Metric Tonnes,Sesame,FAQ,7500.0,10880.0,9850.0,Rs./Quintal
Soyabean,26.400000000000002,Metric Tonnes,Soyabeen,FAQ,3850.0,4450.0,4250.0,Rs./Quintal
Wheat,29.5,Metric Tonnes,Lokwan,FAQ,2455.0,2725.0,2600.0,Rs./Quintal
Wheat,3.5,Metric Tonnes,Other,FAQ,2525.0,2775.0,2625.0,Rs./Quintal
Market Name : Jetpur-Pavi     APMC
Not Reported
Market Name : Jhagadiya APMC
Not Reported
Market Name : Jhalod APMC
Not Reported
Market Name : Jodiya APMC
Not Reported
Market Name : Junagadh APMC
Arhar(Tur/Red Gram)(Whole),22.3,Metric Tonnes,Arhar (Whole),FAQ,5250.0,6735.0,6125.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),27.900000000000002,Metric Tonnes,Black Gram (Whole),FAQ,4250.0,6945.0,5550.0,Rs./Quintal
Corriander seed,8.4,Metric Tonnes,Coriander Seed,FAQ,8000.0,9490.0,8750.0,Rs./Quintal
Cummin Seed(Jeera),0.8,Metric Tonnes,Cummin Seed(Jeera),FAQ,13000.0,18500.0,16500.0,Rs./Quintal
Green Gram(Moong)(Whole),5.300000000000001,Metric Tonnes,Green (Whole),FAQ,7500.0,9740.0,8750.0,Rs./Quintal
Groundnut,96.0,Metric Tonnes,Local,FAQ,4450.0,6440.0,5400.0,Rs./Quintal
Groundnut,178.5,Metric Tonnes,Bold,FAQ,4500.0,6840.0,5450.0,Rs./Quintal
Groundnut(Split),1.4000000000000001,Metric Tonnes,Groundnut(Split),FAQ,4750.0,6480.0,5750.0,Rs./Quintal
Kabuli Chana(Chickpeas-White),11.0,Metric Tonnes,Kabuli Chana(Chickpeas-white),FAQ,5000.0,7500.0,5250.0,Rs./Quintal
Kulthi(Horse Gram),19.0,Metric Tonnes,Horse gram (Whole),FAQ,4500.0,5390.0,5200.0,Rs./Quintal
"Sesamum(Sesame,Gingelly,Til)",16.400000000000002,Metric Tonnes,White,FAQ,9000.0,10720.0,10100.0,Rs./Quintal
Soyabean,266.40000000000003,Metric Tonnes,Soyabeen,FAQ,3750.0,4625.0,4250.0,Rs./Quintal
Wheat,12.0,Metric Tonnes,Sharbati,FAQ,2400.0,2575.0,2525.0,Rs./Quintal
Wheat,15.0,Metric Tonnes,Lokwan,FAQ,2400.0,2555.0,2500.0,Rs./Quintal
"Market Name : Junagadh(Veg,Yard, Junagadh) APMC"
Not Reported
Market Name : K.Mandvi APMC
Not Reported
Market Name : Kadi APMC
Castor Seed,44.1,Metric Tonnes,Caster,FAQ,6360.0,6730.0,6600.0,Rs./Quintal
Guar Seed(Cluster Beans Seed),20.8,Metric Tonnes,Other,FAQ,4700.0,5050.0,4850.0,Rs./Quintal
Paddy(Common),170.8,Metric Tonnes,Paddy,FAQ,1715.0,2245.0,2000.0,Rs./Quintal
Wheat,16.3,Metric Tonnes,Other,FAQ,2235.0,2535.0,2485.0,Rs./Quintal
Market Name : Kadi(Kadi cotton Yard) APMC
Cotton,25.0,Metric Tonnes,Cotton (Unginned),FAQ,6500.0,7590.0,7200.0,Rs./Quintal
Market Name : Kalawad APMC
Bengal Gram(Gram)(Whole),3.6,Metric Tonnes,Other,Local,4500.0,5165.0,4920.0,Rs./Quintal
Black Gram(Urd Beans)(Whole),4.0,Metric Tonnes,Other,Local,5875.0,6350.0,5975.0,Rs./Quintal
Cotton,116.2,Metric Tonnes,Other,Local,5000.0,7850.0,7315.0,Rs./Quintal
Cummin Seed(Jeera),1.0,Metric Tonnes,Other,Local,19000.0,19000.0,19000.0,Rs./Quintal
Ground Nut Seed,1.6,Metric Tonnes,Other,Local,5250.0,6600.0,5915.0,Rs./Quintal
Groundnut,154.5,Metric Tonnes,Other,Local,4500.0,7625.0,7250.0,Rs./Quintal
Wheat,15.4,Metric Tonnes,Other,Local,2350.0,2730.0,2585.0,Rs./Quintal
Market Name : Kalediya APMC
Cotton,832.5,Metric Tonnes,Shanker 6 (B) 30mm FIne,FAQ,7710.0,8060.0,7850.0,Rs./Quintal
Market Name : Kalol APMC
Bajra(Pearl Millet/Cumbu),1.0,Metric Tonnes,Other,Local,1500.0,2150.0,1850.0,Rs./Quintal
Castor Seed,9.75,Metric Tonnes,Other,Local,6500.0,6775.0,6650.0,Rs./Quintal
Guar Seed(Cluster Beans Seed),9.0,Metric Tonnes,Other,Local,3500.0,5375.0,4450.0,Rs./Quintal
Paddy(Common),100.0,Metric Tonnes,Other,Local,1500.0,2605.0,2100.0,Rs./Quintal
Wheat,3.0,Metric Tonnes,Other,Local,2400.0,2650.0,2500.0,Rs./Quintal
"Market Name : Kalol(Veg,Market,Kalol) APMC"
Bhindi(Ladies Finger),4.0,Metric Tonnes,Bhindi,Local,3000.0,5500.0,3500.0,Rs./Quintal
Cauliflower,14.0,Metric Tonnes,Cauliflower,Local,1250.0,2000.0,1500.0,Rs./Quintal
Green Chilli,12.0,Metric Tonnes,Green Chilly,Local,1500.0,3000.0,2000.0,Rs./Quintal
Lemon,3.0,Metric Tonnes,Other,Local,2000.0,2500.0,2250.0,Rs./Quintal
Tomato,18.0,Metric Tonnes,Other,Local,1500.0,2850.0,2000.0,Rs./Quintal
Market Name : Kapadanj(Moti Jaher) APMC
Not Reported
Market Name : Kapadvanj APMC
Bhindi(Ladies Finger),0.5,Metric Tonnes,Bhindi,Grade A,5000.0,6000.0,5500.0,Rs./Quintal
Bottle gourd,2.8000000000000003,Metric Tonnes,Bottle Gourd,Grade A,400.0,500.0,450.0,Rs./Quintal
Brinjal,1.0,Metric Tonnes,Brinjal,Grade A,3000.0,3500.0,3250.0,Rs./Quintal
Cabbage,3.6,Metric Tonnes,Cabbage,Grade A,800.0,1000.0,900.0,Rs./Quintal
Cauliflower,3.2,Metric Tonnes,Cauliflower,Grade A,1500.0,1600.0,1550.0,Rs./Quintal
Onion,10.0,Metric Tonnes,Onion,Grade A,800.0,1900.0,1350.0,Rs./Quintal
Potato,60.0,Metric Tonnes,Potato,Grade A,900.0,2000.0,1450.0,Rs./Quintal
Tomato,4.0,Metric Tonnes,Tomato,Grade A,2500.0,3000.0,2750.0,Rs./Quintal
Wheat,12.0,Metric Tonnes,Other,Local,2500.0,2550.0,2525.0,Rs./Quintal
Market Name : Karjan APMC
Not Reported
Market Name : Kathlal APMC
NIL Transaction - No Arrivals
Market Name : Kawant APMC
NIL Transaction - No Arrivals
Market Name : Keshod APMC
Not Reported
Market Name : Khambha APMC
Not Reported
Market Name : Khambhat APMC
NIL Transaction - No Arrivals
Market Name : Khambhat(Grain Market) APMC
Bajra(Pearl Millet/Cumbu),1.5,Metric Tonnes,Other,Local,2250.0,2625.0,2425.0,Rs./Quintal
Paddy(Common),385.0,Metric Tonnes,Paddy,Local,2500.0,3125.0,2875.0,Rs./Quintal
Wheat,7.5,Metric Tonnes,Other,Local,2250.0,2875.0,2500.0,Rs./Quintal
Market Name : Khambhat(Veg Yard Khambhat) APMC
Banana,0.5,Metric Tonnes,Amruthapani,Local,1600.0,1800.0,1700.0,Rs./Quintal
Bhindi(Ladies Finger),0.30000000000000004,Metric Tonnes,Other,Local,4000.0,7000.0,5500.0,Rs./Quintal
Bottle gourd,0.5,Metric Tonnes,Other,Local,1000.0,2000.0,1500.0,Rs./Quintal
Brinjal,0.5,Metric Tonnes,Other,Local,2000.0,5000.0,3500.0,Rs./Quintal
Cabbage,0.5,Metric Tonnes,Other,Local,1000.0,1600.0,1200.0,Rs./Quintal
Cauliflower,0.5,Metric Tonnes,Other,Local,1500.0,2500.0,2000.0,Rs./Quintal
Green Chilli,0.30000000000000004,Metric Tonnes,Other,Local,2500.0,4000.0,3200.0,Rs./Quintal
Onion,0.30000000000000004,Metric Tonnes,Other,Local,2000.0,3500.0,2800.0,Rs./Quintal
Potato,0.30000000000000004,Metric Tonnes,Desi,Local,1000.0,1800.0,1300.0,Rs./Quintal
Tinda,0.30000000000000004,Metric Tonnes,Other,Local,2000.0,4000.0,3000.0,Rs./Quintal
Tomato,0.5,Metric Tonnes,Other,Local,3000.0,4000.0,3500.0,Rs./Quintal
Market Name : Khanpur APMC
Not Reported
Market Name : Kheda APMC
Not Reported
Market Name : Kheda(Nayaka) APMC
Not Reported
Market Name : Khedbrahma(Lambadia) APMC
Not Reported
Market Name : Khedbrahma(Posina) APMC
Not Reported
Market Name : Kodinar APMC
Not Reported
Market Name : Kodinar(Dollasa) APMC
Not Reported
